timestamp,weight,height,bmi,fatRate,bodyWaterRate,boneMass,metabolism,muscleRate,visceralFat,impedance
1527812465,67.7,170.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1527836363,66.6,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1528023207,68.7,170.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1528065697,68.8,170.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1528065812,68.5,170.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1528105747,68.4,170.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1528106413,67.7,170.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1528118094,67.7,170.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1528152719,67.7,170.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1528178538,67.4,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528190666,67.6,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528191076,66.9,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1528195407,66.7,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1528206571,67.1,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528238795,67.3,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528238934,67.2,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528265727,67.6,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528265847,67.3,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528325337,67.3,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528346130,67.6,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528346262,67.2,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528354841,67.0,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1528379873,66.2,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1528411496,66.8,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1528411647,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1528427670,67.1,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528434993,66.8,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1528637513,67.1,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528705794,67.6,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528723436,67.6,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528744608,67.5,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528801259,67.4,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528843990,67.4,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528874485,67.0,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1528887781,67.5,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1528888106,66.6,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1528898264,67.1,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1528935610,68.1,170.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1528946921,67.9,170.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1528963097,67.3,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1529016673,67.6,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1529069224,66.3,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1529118332,66.7,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529305128,67.8,170.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1529369317,67.4,170.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1529369444,67.1,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1529382010,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529392342,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529404327,66.3,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1529448428,67.2,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1529497066,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1529498625,66.7,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529498926,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1529501656,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1529509386,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1529580116,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1529580185,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1529580222,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1529618474,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1529838146,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1529850314,66.2,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1529877302,66.4,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1529877841,66.6,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529926284,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1529935783,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1529936456,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1529936491,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1529946892,66.0,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1529949198,66.2,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1529966000,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1530014542,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1530014588,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530014659,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530016510,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1530016745,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530030023,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1530052697,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1530056378,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1530103019,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1530103265,64.3,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1530105241,64.1,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1530105338,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1530110768,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530139724,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1530144499,65.5,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1530189511,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530198072,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530224779,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1530276525,64.8,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530278500,64.7,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1530278546,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1530284438,65.3,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1530309734,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530326289,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1530615412,66.0,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1530623218,66.0,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1530648922,66.0,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1530706125,66.3,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1530706565,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1530748523,65.9,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1530795154,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1530808177,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1530829541,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1530829785,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1530895449,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1531141138,66.0,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1531159767,66.2,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1531178876,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1531215993,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1531236308,65.8,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1531330416,64.5,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1531406813,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1531416097,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1531435853,64.8,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1531638788,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1531647430,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1531658241,63.8,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531680546,64.8,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1531680904,63.7,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531688929,63.7,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531743659,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1531758312,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1531780325,64.8,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1531830121,64.0,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1531842354,64.0,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1531843794,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1531844112,63.9,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1531865267,63.8,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531865344,63.8,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531865428,63.7,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531870875,64.0,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1531916715,63.6,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531916802,63.5,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1531916867,63.6,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1531932563,63.3,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1531932564,63.3,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1531934742,64.0,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1531935221,63.1,170.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1531958512,63.2,170.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1532000417,62.8,170.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1532001622,63.6,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1532002308,62.6,170.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1532008270,62.6,170.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1532013336,62.7,170.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1532040835,63.1,170.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1532040943,63.1,170.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1532041664,63.1,170.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1532081746,62.9,170.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1532262982,63.3,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1532264153,63.3,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1532297075,63.9,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1532347462,63.5,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1532386552,63.9,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1532394900,63.2,170.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1532435257,63.4,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1532436559,63.4,170.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1532444088,64.0,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1532472328,63.6,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1532530477,63.7,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1532541156,63.9,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1532562438,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1532614304,63.6,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1532623478,63.6,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1532647578,63.8,170.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1532722609,64.1,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1532868050,65.5,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1532869206,65.9,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1532882566,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1532902347,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1532949869,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1532956600,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1532987860,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1533038730,64.3,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533040695,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533040809,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533046729,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533074707,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533074834,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1533123522,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1533131864,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533142369,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533161516,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533212854,63.9,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1533220045,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533248099,64.0,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1533472383,65.5,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1533479561,65.5,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1533506983,65.5,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1533559453,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1533559716,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1533573148,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533593657,64.8,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533642928,64.2,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533650072,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1533680234,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533726604,65.2,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1533746926,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533767029,65.2,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1533816483,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533832409,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1533854495,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1534069660,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1534080032,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1534111409,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1534169602,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1534178984,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1534198342,66.0,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1534249350,64.9,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1534262920,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1534292992,65.9,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1534342889,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1534354938,64.5,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1534374529,64.3,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1534420810,64.1,170.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1534773565,64.6,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1534804671,64.7,170.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0
1534856946,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1534856965,64.4,170.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1534889609,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1534941296,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1534977135,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1535065992,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1535326783,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1535379311,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1535409014,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1535456634,65.0,170.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1535496649,65.4,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1535725369,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1535890677,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1535929995,65.9,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1536065642,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1536107040,67.0,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1536155184,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1536185704,66.4,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1536592703,66.6,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1536618721,66.2,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1536623672,66.4,170.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1536678156,65.1,170.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1536750259,65.5,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1536793647,66.1,170.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1536878495,66.9,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1536921752,66.8,170.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1536969961,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1537118540,65.6,170.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0
1537136658,65.7,170.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1537283536,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1537444238,67.1,170.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1537444536,66.5,170.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0
